"PK_Mechanical_ID","CK_SiteID","Blower Door Trials","Blower Door Trials_notes","First Trial: Location","First Trial: Windy","First Trial: Unusual Conditions","First Trial: P25 Ring Size","First Trial: P25 House Pressure","First Trial: P25 House Pressure_notes","First Trial: P25 Fan Pressure","First Trial: P25 Fan Pressure_notes","First Trial: P25 CFM","First Trial: P25 CFM_notes","First Trial: P50 Ring Size","First Trial: P50 House Pressure","First Trial: P50 House Pressure_notes","First Trial: P50 Fan Pressure","First Trial: P50 Fan Pressure_notes","First Trial: P50 CFM","First Trial: P50 CFM_notes","First Trial: Notes","First Trial: Flow Coefficient","First Trial: Flow Coefficient_notes","First Trial: Q50","First Trial: Q50_notes","First Trial: ACH50","Second Trial: Location","Second Trial: Windy","Second Trial: Unusual Conditions","Second Trial: P25 Ring Size","Second Trial: P25 House Pressure","Second Trial: P25 House Pressure_notes","Second Trial: P25 Fan Pressure","Second Trial: P25 Fan Pressure_notes","Second Trial: P25 CFM","Second Trial: P25 CFM_notes","Second Trial: P50 Ring Size","Second Trial: P50 House Pressure","Second Trial: P50 House Pressure_notes","Second Trial: P50 Fan Pressure","Second Trial: P50 Fan Pressure_notes","Second Trial: P50 CFM","Second Trial: P50 CFM_notes","Second Trial: Notes","Second Trial: Flow Exponent","Second Trial: Flow Exponent_notes","Second Trial: Flow Coefficient","Second Trial: Flow Coefficient_notes","Second Trial: Q50","Second Trial: Q50_Notes","Second Trial: ACH50","Conditioned Volume","Conditioned Volume_notes","Building Height","Site Location"
"Mechanical_00014207","SITE_00226",1,,"Front Door","No",,"A",24.90000,,55.90000,,1357.00000,,"A",50.00000,,137.70000,,2097.00000,,,182.36300,,2097.00000,,6.2853,,,,,,,,,,,,,,,,,,,,,,,,,,20018.00000,,"1","IDAHO FALLS, ID"
"Mechanical_00014210","SITE_01325",1,,"Front Inside","No",,"A",24.80000,,30.80000,,1022.00000,,"A",50.10000,,77.60000,,1593.00000,,,134.66300,,1590.99000,,7.1069,,,,,,,,,,,,,,,,,,,,,,,,,,13432.00000,,"2","EUGENE, OR"
"Mechanical_00014214","SITE_01358",1,,,,,,,,,,,,,,,,,,,"Fireplace ashy, too big of an area to tape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8677.00000,,"1","EUGENE, OR"
"Mechanical_00014216","SITE_01348",1,,,,,,,,,,,,,,,,,,,"Can't run, too much ash in fireplace and stove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16876.00000,,"1","COTTAGE GROVE, OR"
"Mechanical_00014219","SITE_01303",1,,"Front Door (West)","No","N/a","B",24.90000,,186.60000,,806.00000,,"A",50.70000,,43.40000,,1211.00000,,,127.92000,,1201.40000,,6.7280,,,,,,,,,,,,,,,,,,,,,,,,,,10714.00000,,"1","LOWELL, OR"
"Mechanical_00014224","SITE_01357",1,,,"No","Ventilation system vents can't be closed, 6 4 inch vents to outside open for test","B",25.00000,,92.40000,,583.00000,,"B",50.00000,,255.40000,,943.00000,,"See pic of previous test with vents closed",62.49300,,943.00000,,1.7171,,,,,,,,,,,,,,,,,,,,,,,,,,32950.00000,,"2","SAINT HELENS, OR"
"Mechanical_00014226","SITE_01278",1,,"Front Door","Yes",,"A",24.50000,,70.30000,,1504.00000,,"A",49.40000,,160.40000,,2262.00000,,,233.77500,,2277.95000,,12.3802,,,,,,,,,,,,,,,,,,,,,,,,,,11040.00000,,"1","NORTH BEND, OR"
"Mechanical_00014747","SITE_00187",1,,,"Yes",,,,,,,,,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20184.00000,,"1","CALDWELL, ID"
"Mechanical_00014749","SITE_00188",1,,"Front Door",,,"A",25.70000,,35.70000,,1073.00000,,"A",50.20000,,85.50000,,1664.00000,,,127.82500,,1659.65000,,12.6235,,,,,,,,,,,,,,,,,,,,,,,,,,7888.40000,,"1","BOISE, ID"
"Mechanical_00014753","SITE_00304",1,,"Front Door","No",,"A",25.30000,,35.10000,,1075.00000,,"A",50.60000,,80.20000,,1617.00000,,,160.32200,,1605.68000,,14.0623,,,,,,,,,,,,,,,,,,,,,,,,,,6851.00000,,"1","KIMBERLY, ID"
"Mechanical_00014760","SITE_00858",1,,"Front Door","No","None","B",25.30000,,243.80000,,927.00000,,"A",50.10000,,62.10000,,1425.00000,,,121.35100,,1423.21000,,6.0532,,,,,,,,,,,,,,,,,,,,,,,,,,14107.00000,,"2","WHITEFISH, MT"
"Mechanical_00014762","SITE_00861",1,,"Front","No","None","A",24.40000,,39.60000,,1139.00000,,"A",49.60000,,100.10000,,1799.00000,,,145.41600,,1808.33000,,7.8159,,,,,,,,,,,,,,,,,,,,,,,,,,13882.00000,,"1","KALISPELL, MT"
"Mechanical_00014885","SITE_01582",1,,"Front Door.","No",,"A",25.50000,,29.50000,,987.00000,,"A",48.60000,,66.00000,,1478.00000,,,129.93800,,1504.51000,,13.5136,,,,,,,,,,,,,,,,,,,,,,,,,,6680.00000,,"1","SEATTLE, WA"
"Mechanical_00014911","SITE_01209",1,,"Front","Yes",,"0",24.30000,,31.80000,,2782.00000,,"0",50.10000,,86.40000,,4518.00000,,,327.91600,,4511.95000,,11.6468,,,,,,,,,,,,,,,,,,,,,,,,,,23244.00000,,"2","SAMMAMISH, WA"
"Mechanical_00014973","SITE_00645",1,,,,,,,,,,,,,,,,,,,"Bad pollen allergies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24764.00000,,"1","BEND, OR"
"Mechanical_00015006","SITE_00751",1,,"Front Door","No",,"A",24.90000,,108.60000,,1851.00000,,"0",48.30000,,35.60000,,2879.00000,,,217.06500,,2946.17000,,6.6683,,,,,,,,,,,,,,,,,,,,,,,,,,26509.00000,,"1.5","SPOKANE, WA"
"Mechanical_00015139","SITE_01518",2,,"Front","No",,"A",24.60000,,82.60000,,1649.00000,,"A",42.70000,,198.30000,,2502.00000,,,146.42500,,2819.08000,,4.8535,"Front","No",,"A",24.60000,,82.60000,,1649.00000,,"0",50.90000,,36.60000,,2998.00000,,,0.82212,,118.49700,,2954.35000,,5.0864,34850.00000,,"2","VANCOUVER, WA"
"Mechanical_00015235","SITE_00016",1,,,,,,,,,,,,,,,,,,,"Cant run, ash in stove, unable to seal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10937.00000,,"1","GRAPEVIEW, WA"
"Mechanical_00015243","SITE_00476",1,,"Front Door","Yes","No block in doggy door","B",25.10000,,103.90000,,603.00000,,"A",50.00000,,24.40000,,945.00000,,,73.76580,,945.00000,,6.2308,,,,,,,,,,,,,,,,,,,,,,,,,,9100.00000,,"1","KENNEWICK, WA"
"Mechanical_00015245","SITE_00483",1,,,,,,,,,,,,,,,,,,,"Unknown age of home, which might have vermiculite insulation in attic or walls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.00000,,"1","KENNEWICK, WA"
"Mechanical_00015396","SITE_00040",,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900.00000,,"1","VANCOUVER, WA"
"Mechanical_00015408","SITE_01250",,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A","EUGENE, OR"
"Mechanical_00013088","SITE_00874",1,,"Front Door","No",,"A",25.20000,,38.50000,,1137.00000,,"A",50.60000,,87.20000,,1691.00000,,,181.05700,,1679.55000,,11.3496,,,,,,,,,,,,,,,,,,,,,,,,,,8879.00000,,"1","KALISPELL, MT"
"Mechanical_00013091","SITE_00877",1,,,"No",,"A",25.30000,,64.70000,,1448.00000,,"A",49.00000,,158.70000,,2247.00000,,,169.05900,,2277.38000,,17.8618,,,,,,,,,,,,,,,,,,,,,,,,,,7650.00000,,"1","HAMILTON, MT"
"Mechanical_00013100","SITE_00890",1,,"Front Door","No","Storm rolling over, test set up in french door","A",24.40000,,64.50000,,1461.00000,,"A",51.40000,,165.00000,,2323.00000,,,200.03600,,2283.41000,,12.1631,,,,,,,,,,,,,,,,,,,,,,,,,,11264.00000,,"1","DEER LODGE, MT"
"Mechanical_00013104","SITE_00897",1,,"Front Door","No",,"A",25.30000,,106.90000,,1848.00000,,"0",50.30000,,40.50000,,3058.00000,,,173.11700,,3044.62000,,5.0236,,,,,,,,,,,,,,,,,,,,,,,,,,36364.00000,,"1","FLORENCE, MT"
"Mechanical_00013107","SITE_00901",1,,"Front Door","No",,"A",25.70000,,46.70000,,1251.00000,,"A",50.00000,,113.40000,,1919.00000,,,155.17800,,1919.00000,,26.3539,,,,,,,,,,,,,,,,,,,,,,,,,,4369.00000,,"1","KALISPELL, MT"
"Mechanical_00013109","SITE_00903",1,,,,,"A",25.10000,,39.90000,,1151.00000,,"A",50.40000,,100.20000,,1796.00000,,,147.14600,,1786.89000,,8.8205,,,,,,,,,,,,,,,,,,,,,,,,,,12155.00000,,"1","HELENA, MT"
"Mechanical_00013110","SITE_00905",1,,,,,,,,,,,,,,,,,,,"Home owner has respiratory issues and uses an oxygen tank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29982.00000,,"1","WHITEHALL, MT"
"Mechanical_00013112","SITE_00907",1,,"Front Door","No",,"A",24.40000,,108.60000,,1816.00000,,"0",49.50000,,37.80000,,2845.00000,,,239.13600,,2863.20000,,25.1232,,,,,,,,,,,,,,,,,,,,,,,,,,6838.00000,,"1","BUTTE, MT"
"Mechanical_00013119","SITE_00915",1,,"Front Entry","Yes","Raining","A",25.00000,,34.80000,,1174.00000,,"A",52.20000,,87.80000,,1692.00000,,,237.49400,,1656.21000,,8.9857,,,,,,,,,,,,,,,,,,,,,,,,,,11059.00000,,"1","KALISPELL, MT"
"Mechanical_00013126","SITE_00922",1,,,,,,,,,,,,,,,,,,,"Cust requested no blower door - last time a test was run had breathing problems for some time after.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25255.00000,,"2","KALISPELL, MT"
"Mechanical_00013128","SITE_00925",1,,,,,,,,,,,,,,,,,,,"Respiratory conditions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11580.00000,,"1","HAMILTON, MT"
"Mechanical_00013136","SITE_00934",1,,"Front","No",,"B",25.00000,,115.20000,,648.00000,,"A",50.10000,,33.10000,,1037.00000,,,73.45270,,1035.60000,,5.3345,,,,,,,,,,,,,,,,,,,,,,,,,,11648.00000,,"1","WHITEHALL, MT"
"Mechanical_00013138","SITE_00936",1,,"Front Door","Yes","Rainy","B",25.00000,,209.60000,,864.00000,,"A",50.80000,,53.70000,,1327.00000,,,123.16100,,1314.31000,,6.8081,,,,,,,,,,,,,,,,,,,,,,,,,,11583.00000,,"1","KALISPELL, MT"
"Mechanical_00013141","SITE_00940",1,,,,,"B",24.90000,,130.50000,,675.00000,,"A",50.00000,,31.40000,,1018.00000,,,101.49100,,1018.00000,,18.9689,,,,,,,,,,,,,,,,,,,,,,,,,,3220.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013143","SITE_00942",1,,,,,,,,,,,,,,,,,,,"Home currently being renovated. Lots of exposed insulation and drywall. Did not perform test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6748.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013153","SITE_00971",1,,"Rear Porch","No",,"B",26.20000,,250.00000,,933.00000,,"A",52.10000,,61.10000,,1434.00000,,,121.07400,,1397.58000,,4.7772,,,,,,,,,,,,,,,,,,,,,,,,,,17553.00000,,"1.5","HELENA, MT"
"Mechanical_00013155","SITE_00975",1,,"Front Door","Yes",,"A",24.90000,,26.80000,,943.00000,,"A",50.10000,,65.70000,,1470.00000,,,122.58700,,1468.14000,,11.1448,,,,,,,,,,,,,,,,,,,,,,,,,,7904.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013158","SITE_00978",1,,,,,,,,,,,,,,,,,,,"Did not run blower door test, homeowner has respiratory issues and uses O2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29778.00000,,"1","BUTTE, MT"
"Mechanical_00013164","SITE_00984",1,,"Front Door","No","Magnetic screen in door","A",25.80000,,75.20000,,1592.00000,,"0",50.00000,,26.70000,,2538.00000,,,161.03300,,2538.00000,,19.8178,,,,,,,,,,,,,,,,,,,,,,,,,,7684.00000,,"1","WHITEFISH, MT"
"Mechanical_00013166","SITE_00986",1,,,,,,,,,,,,,,,,,,,"Wall containing asbestos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9568.00000,,"1","DILLON, MT"
"Mechanical_00013171","SITE_00993",1,,"Door To Garage","No","Placement, garage door to outside was fully open and ref pressure was from outside the garage","A",25.10000,,34.50000,,1071.00000,,"A",50.10000,,91.50000,,1697.00000,,,125.22300,,1694.74000,,8.1898,,,,,,,,,,,,,,,,,,,,,,,,,,12416.00000,,"1.5","BOZEMAN, MT"
"Mechanical_00013173","SITE_00995",1,,"Front","No",,"A",25.00000,,25.70000,,926.00000,,"A",50.50000,,67.10000,,1483.00000,,,107.21200,,1473.15000,,5.9860,,,,,,,,,,,,,,,,,,,,,,,,,,14766.00000,,"2","BOZEMAN, MT"
"Mechanical_00013178","SITE_01001",1,,,,,"A",24.80000,,30.80000,,1014.00000,,"A",49.40000,,76.50000,,1556.00000,,,137.88500,,1567.72000,,13.6779,,,,,,,,,,,,,,,,,,,,,,,,,,6877.00000,,"1","HELENA, MT"
"Mechanical_00013184","SITE_01011",1,,"Front Door","No",,"A",24.90000,,80.90000,,1655.00000,,"0",49.50000,,32.10000,,2735.00000,,,157.78300,,2755.17000,,7.1999,,,,,,,,,,,,,,,,,,,,,,,,,,22960.00000,,"1.5","BOZEMAN, MT"
"Mechanical_00013186","SITE_01014",1,,"Front","No",,"A",24.90000,,135.10000,,2089.00000,,"0",49.40000,,43.60000,,3272.00000,,,254.36300,,3297.98000,,9.6795,,,,,,,,,,,,,,,,,,,,,,,,,,20443.00000,,"1","BOZEMAN, MT"
"Mechanical_00013195","SITE_01029",1,,"Front Door","No","None","B",25.30000,,29.40000,,321.00000,,"B",49.90000,,76.00000,,521.00000,,,32.06440,,521.74400,,2.7812,,,,,,,,,,,,,,,,,,,,,,,,,,11256.00000,,"1","WHITEFISH, MT"
"Mechanical_00013197","SITE_01031",1,,"Front Door","No",,"A",25.30000,,39.60000,,1155.00000,,"A",49.60000,,97.00000,,1773.00000,,,147.67600,,1782.09000,,11.8516,,,,,,,,,,,,,,,,,,,,,,,,,,9022.00000,,"1","STEVENSVILLE, MT"
"Mechanical_00013205","SITE_01045",1,,,,,,,,,,,,,,,,,,,"Dusty insulation in cracks. Did not run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21728.00000,,"1","DILLON, MT"
"Mechanical_00013217","SITE_01362",1,,"Front Door","No",,"0",27.30000,,28.30000,,2569.00000,,"0",48.60000,,57.90000,,3739.00000,,,298.68000,,3808.74000,,53.3936,,,,,,,,,,,,,,,,,,,,,,,,,,4280.00000,,"2.5","PORTLAND, OR"
"Mechanical_00013224","SITE_01412",1,,,"No",,"B",-24.90000,,-127.40000,,664.00000,,"A",-50.00000,,-32.50000,,1043.00000,,,82.75530,,1043.00000,,5.0828,,,,,,,,,,,,,,,,,,,,,,,,,,12312.00000,,"1","TANGENT, OR"
"Mechanical_00013225","SITE_01415",1,,"Front Door","No",,"A",25.30000,,27.90000,,974.00000,,"A",49.90000,,69.80000,,1510.00000,,,121.00500,,1511.95000,,9.4714,,,,,,,,,,,,,,,,,,,,,,,,,,9578.00000,,"1.5","PORTLAND, OR"
"Mechanical_00013231","SITE_01425",1,,"Front","No",,"A",25.70000,,133.90000,,2064.00000,,"0",49.70000,,40.30000,,3092.00000,,,282.26400,,3103.42000,,7.1662,,,,,,,,,,,,,,,,,,,,,,,,,,25984.00000,,"2.5","EUGENE, OR"
"Mechanical_00013233","SITE_01427",1,,"Front Door","No",,,25.00000,,20.10000,,2285.00000,,"0",50.80000,,51.70000,,3516.00000,,,322.98900,,3482.24000,,14.5336,,,,,,,,,,,,,,,,,,,,,,,,,,14376.00000,,"2","PORTLAND, OR"
"Mechanical_00013241","SITE_01437",1,,,,,"0",25.20000,,30.60000,,2704.00000,,"0",50.90000,,69.90000,,4023.00000,,"Homeowner was running dryer during test, realized error after test, open replace was problematic, did not re-run",436.55200,,3982.64000,,7.8132,,,,,,,,,,,,,,,,,,,,,,,,,,30584.00000,,"2.5","HAPPY VALLEY, OR"
"Mechanical_00013251","SITE_01453",1,,"Side Door","No",,"0",24.30000,,88.00000,,4492.00000,,"0",32.90000,,125.70000,,5381.00000,,,670.90700,,6905.49000,,15.4563,,,,,,,,,,,,,,,,,,,,,,,,,,26806.50000,,"1.5","MEDFORD, OR"
"Mechanical_00013253","SITE_01455",1,,"Front Door","No",,"A",28.60000,,24.80000,,931.00000,,"A",51.00000,,60.00000,,1400.00000,,,87.44820,,1380.58000,,8.9293,,,,,,,,,,,,,,,,,,,,,,,,,,9276.75000,,"2","PORTLAND, OR"
"Mechanical_00013262","SITE_01464",1,,"Front Door","No",,"A",25.60000,,28.30000,,978.00000,,"A",49.50000,,66.70000,,1479.00000,,,128.39400,,1487.99000,,7.0348,,,,,,,,,,,,,,,,,,,,,,,,,,12691.00000,,"1.5","BANKS, OR"
"Mechanical_00013264","SITE_01469",1,,"Front Door",,,"0",25.30000,,16.80000,,1931.00000,,"0",50.10000,,36.40000,,2991.00000,,,243.86300,,2987.18000,,9.7796,,,,,,,,,,,,,,,,,,,,,,,,,,18327.00000,,"2","PORTLAND, OR"
"Mechanical_00013271","SITE_01479",2,,"Front Door","No",,"0",24.80000,,62.70000,,3872.00000,,"0",40.90000,,130.10000,,5438.00000,,"Dog door open",437.77800,,6232.61000,,13.6712,"Front Door","No",,"A",25.00000,,164.00000,,2290.00000,,"0",51.50000,,57.70000,,3663.00000,,"Reran with dog door closed",0.64996,,282.63700,,3593.30000,,7.8819,27353.60000,,"2.5","PORTLAND, OR"
"Mechanical_00013273","SITE_01484",1,,"Front Door","No",,"A",23.70000,,248.80000,,2819.00000,,"0",49.40000,,95.00000,,4687.00000,,,315.12400,,4726.33000,,17.7960,,,,,,,,,,,,,,,,,,,,,,,,,,15935.00000,,"2","PORTLAND, OR"
"Mechanical_00013278","SITE_01489",1,,"Front Door","No",,"A",24.70000,,92.00000,,1457.00000,,"0",52.30000,,32.40000,,2449.00000,,"This test was originally recorded in Mashuhuri Mfundishi's file",158.27200,,2373.93000,,6.9931,,,,,,,,,,,,,,,,,,,,,,,,,,20368.00000,,"2","PORTLAND, OR"
"Mechanical_00013281","SITE_01493",1,,,,,,,,,,,,,,,,,,,"Homeowner has asthma, did not run blower door",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16304.00000,,"1.5","EUGENE, OR"
"Mechanical_00013283","SITE_01501",1,,"Front Door","No","Slight breeze","A",-25.00000,,-164.70000,,2375.00000,,"0",-50.00000,,-63.30000,,3733.00000,,"3 exhaust fans on 2nd floor we taped them up , but there may have been a little leakage around those areas. Test numbers were good.",290.82800,,3733.00000,,12.9114,,,,,,,,,,,,,,,,,,,,,,,,,,17347.50000,,"2.5","PORTLAND, OR"
"Mechanical_00013288","SITE_01511",1,,"Front Door","No",,"A",25.50000,,68.00000,,1502.00000,,"A",49.80000,,186.00000,,2450.00000,,,140.75900,,2457.19000,,4.8407,,,,,,,,,,,,,,,,,,,,,,,,,,30456.60000,,"2.5","DALLAS, OR"
"Mechanical_00013292","SITE_01523",1,,"Front Door","No",,"A",24.70000,,50.00000,,1274.00000,,"A",50.20000,,123.00000,,1983.00000,,,172.31400,,1978.07000,,5.1263,,,,,,,,,,,,,,,,,,,,,,,,,,23152.00000,,"2","PORTLAND, OR"
"Mechanical_00013561","SITE_01676",1,,,,,,,,,,,,,,,,,,,"Strong presence of rodent infestation. Structural concerns such as broken windows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8626.00000,,"1.5","SEATTLE, WA"
"Mechanical_00013563","SITE_01577",1,,"Front Door","Yes",,"A",25.70000,,45.50000,,1172.00000,,"A",50.20000,,106.80000,,1849.00000,,,128.46600,,1843.98000,,7.8218,,,,,,,,,,,,,,,,,,,,,,,,,,14145.00000,,"1","SEATTLE, WA"
"Mechanical_00013567","SITE_01095",1,,"Front Door","No","None","A",25.60000,,105.50000,,1839.00000,,"0",49.90000,,37.20000,,2944.00000,,,186.96100,,2948.16000,,7.9372,,,,,,,,,,,,,,,,,,,,,,,,,,22286.00000,,"1","EDMONDS, WA"
"Mechanical_00013568","SITE_02063",1,,,,,,,,,,,,,,,,,,,"Too much ash in fireplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30279.00000,,"2","MAPLE VALLEY, WA"
"Mechanical_00013571","SITE_01640",1,,"Front Door","Yes","None","A",24.50000,,38.50000,,1126.00000,,"A",50.10000,,101.10000,,1802.00000,,,137.52600,,1799.63000,,5.6046,,,,,,,,,,,,,,,,,,,,,,,,,,19266.00000,,"1","SEATTLE, WA"
"Mechanical_00013573","SITE_02061",1,,"Front Door","No","None","B",25.10000,,233.90000,,905.00000,,"A",50.20000,,65.10000,,1447.00000,,,102.08600,,1443.09000,,3.4978,,,,,,,,,,,,,,,,,,,,,,,,,,24754.00000,,"2","OLYMPIA, WA"
"Mechanical_00013578","SITE_01915",1,,"Front Door","No","8' door and rainy.","A",24.90000,,67.70000,,1487.00000,,"A",49.80000,,164.50000,,2284.00000,,,203.16200,,2289.68000,,5.1614,,,,,,,,,,,,,,,,,,,,,,,,,,26617.00000,,"2","MONROE, WA"
"Mechanical_00013584","SITE_01007",1,,"Front","No",,"A",24.70000,,88.30000,,1675.00000,,"0",50.80000,,33.10000,,2800.00000,,,170.47700,,2768.51000,,5.3074,,,,,,,,,,,,,,,,,,,,,,,,,,31298.00000,,"2","GREAT FALLS, MT"
"Mechanical_00013586","SITE_01731",1,,,,,,,,,,,,,,,,,,,"Persistent mold issues according to home inspector.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7365.00000,,"1","PUYALLUP, WA"
"Mechanical_00013591","SITE_00972",1,,,,,,,,,,,,,,,,,,,"Did not run blower door, due to open fireplace full of ash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15896.00000,,"1.5","CUT BANK, MT"
"Mechanical_00013596","SITE_01099",1,,"Front Door","No","None","A",25.40000,,28.80000,,984.00000,,"A",50.50000,,72.30000,,1537.00000,,,120.60200,,1527.11000,,6.3462,,,,,,,,,,,,,,,,,,,,,,,,,,14438.00000,,"2","LAKE STEVENS, WA"
"Mechanical_00013598","SITE_01563",1,,"Front Door","No",,"B",24.80000,,82.40000,,545.00000,,"B",49.60000,,211.90000,,860.00000,,,65.87720,,864.55800,,9.7433,,,,,,,,,,,,,,,,,,,,,,,,,,5324.00000,,"1","SEATTLE, WA"
"Mechanical_00013600","SITE_00885",1,,,,,,,,,,,,,,,,,,,"Did not run blower door because of structural issues, mold, and rodents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937.00000,,"1","CASCADE, MT"
"Mechanical_00013602","SITE_01084",1,,"Garage","No",,"A",24.30000,,37.30000,,1118.00000,,"A",49.50000,,97.10000,,1781.00000,,,138.56100,,1792.75000,,5.5606,,,,,,,,,,,,,,,,,,,,,,,,,,19344.00000,,"1.5","LYNNWOOD, WA"
"Mechanical_00013604","SITE_01094",1,,"Front Door","No",,"A",24.90000,,68.90000,,1506.00000,,"A",50.10000,,175.80000,,2386.00000,,,181.50500,,2382.86000,,7.1751,,,,,,,,,,,,,,,,,,,,,,,,,,19926.00000,,"2","ARLINGTON, WA"
"Mechanical_00013609","SITE_01906",1,,"Front Door","No",,"B",25.20000,,,"Unknown",861.00000,,"A",50.00000,,52.50000,,1288.00000,,,129.19700,,1288.00000,,6.8100,,,,,,,,,,,,,,,,,,,,,,,,,,11348.00000,,"2","PUYALLUP, WA"
"Mechanical_00013614","SITE_01809",1,,,,,,,,,,,,,,,,,,,"Upstairs being remodeled, insulation is exposed, did not run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9245.00000,,"2","SEATTLE, WA"
"Mechanical_00013616","SITE_02050",1,,"Front","No",,"A",25.50000,,145.10000,,2157.00000,,"0",49.60000,,49.20000,,3412.00000,,,231.40000,,3430.94000,,15.4200,,,,,,,,,,,,,,,,,,,,,,,,,,13350.00000,,"1","TACOMA, WA"
"Mechanical_00013618","SITE_01079",1,,"Front","No",,"A",25.60000,,58.20000,,1377.00000,,"A",50.60000,,136.80000,,2100.00000,,,184.79000,,2084.54000,,12.8675,,,,,,,,,,,,,,,,,,,,,,,,,,9720.00000,,"1","GOLD BAR, WA"
"Mechanical_00013621","SITE_01997",1,,"Front","No",,"A",25.20000,,39.50000,,1145.00000,,"A",50.60000,,103.10000,,1825.00000,,,132.32700,,1810.50000,,6.9328,,,,,,,,,,,,,,,,,,,,,,,,,,15669.00000,,"1","CAMANO ISLAND, WA"
"Mechanical_00013624","SITE_00914",1,,,,,,,,,,,,,,,,,,,"Did not run blower door due to rodent waste found at a few points in the home and some mold in the walls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8250.00000,,"1","CASCADE, MT"
"Mechanical_00013626","SITE_01076",1,,"Front","No",,"B",24.90000,,163.30000,,756.00000,,"A",50.20000,,43.80000,,1203.00000,,,89.84530,,1199.82000,,7.2938,,,,,,,,,,,,,,,,,,,,,,,,,,9870.00000,,"2","EVERETT, WA"
"Mechanical_00013632","SITE_01818",1,,"""Front Door"" West Side","No",,"A",25.40000,,115.60000,,1924.00000,,"A",49.00000,,294.50000,,3030.00000,,,205.68800,,3072.61000,,16.4135,,,,,,,,,,,,,,,,,,,,,,,,,,11232.00000,,"1","BELLINGHAM, WA"
"Mechanical_00013634","SITE_01898",1,,"Front Door","No",,"A",25.40000,,90.20000,,1717.00000,,"0",50.20000,,30.40000,,2649.00000,,,219.09800,,2642.28000,,11.2064,,,,,,,,,,,,,,,,,,,,,,,,,,14147.00000,,"1","PUYALLUP, WA"
"Mechanical_00013637","SITE_01688",1,,"Front Door","No",,"B",25.70000,,203.80000,,848.00000,,"A",51.00000,,48.70000,,1282.00000,,,119.70900,,1266.78000,,6.0356,,,,,,,,,,,,,,,,,,,,,,,,,,12593.00000,,"1","TACOMA, WA"
"Mechanical_00013642","SITE_01919",1,,"Front Door","No",,"A",25.80000,,52.90000,,1302.00000,,"A",49.70000,,116.00000,,1940.00000,,,180.30000,,1947.11000,,8.7767,,,,,,,,,,,,,,,,,,,,,,,,,,13311.00000,,"1","BELLINGHAM, WA"
"Mechanical_00013644","SITE_01605",1,,,,,,,,,,,,,,,,,,,"No test, possible asbestos tape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19260.00000,,"2","SEATTLE, WA"
"Mechanical_00013650","SITE_01057",1,,"Front","No",,"A",25.10000,,37.40000,,1117.00000,,"A",50.00000,,95.40000,,1748.00000,,,137.56900,,1748.00000,,7.5124,,,,,,,,,,,,,,,,,,,,,,,,,,13961.00000,,"1.5","MISSOULA, MT"
"Mechanical_00013656","SITE_01598",1,,"Front Door","No","Light rain","A",26.10000,,169.90000,,2297.00000,,"0",50.00000,,46.00000,,3251.00000,,,401.98800,,3251.00000,,16.7362,,,,,,,,,,,,,,,,,,,,,,,,,,11655.00000,,"2","SEATTLE, WA"
"Mechanical_00013657","SITE_00954",1,,"Front","No",,"A",25.70000,,31.70000,,1036.00000,,"A",50.40000,,83.00000,,1612.00000,,,122.97900,,1603.59000,,7.0138,,,,,,,,,,,,,,,,,,,,,,,,,,13718.00000,,"1","MISSOULA, MT"
"Mechanical_00013660","SITE_01008",1,,"Front Door","No",,"0",24.70000,,38.70000,,3003.00000,,"0",52.70000,,101.70000,,4827.00000,,,403.01100,,4670.60000,,12.3398,,,,,,,,,,,,,,,,,,,,,,,,,,22710.00000,,"2","ALBERTON, MT"
