"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Number of Pieces of Audio Equipment","Number of Pieces of Audio Equipment_notes","Contains Suboofer","Does Subwoofer have indicator light or warm to touch","Audio Wifi Enabled","Audio Connected to TV","Notes","Room Name","Room Type"
"Appliance_00000969","SITE_00619","Room_00011999","Audio Equipment","No",,"Unknown","Unknown","General Electric","7-4557A","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000970","SITE_00619","Room_00012000","Audio Equipment","No",,"Unknown","Unknown","JBL","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000931","SITE_00621","Room_00012025","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX37","No",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000936","SITE_00622","Room_00012045","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX1122","No",5.0000,,"Yes","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000942","SITE_00623","Room_00012051","Audio Equipment","No",,"Unknown","Unknown","RCA","RP-9115","Unknown",3.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000974","SITE_00627","Room_00012097","Audio Equipment","No",,"Unknown","Unknown","Philips","MCM704D","Yes",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000947","SITE_00630","Room_00012134","Audio Equipment","No",,"Unknown","Unknown","Audio-technica","At-pl50","Unknown",5.0000,,"No","N/A","No","No","N/A","Other_2","Other"
"Appliance_00000937","SITE_00633","Room_00012163","Audio Equipment","No",,"Unknown","Unknown","Kenwood","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000939","SITE_00637","Room_00012225","Audio Equipment","No",,"Unknown","Unknown","Sony","Dav-hdx267w","Unknown",4.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000752","SITE_00638","Room_00012234","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","Avs200","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000753","SITE_00640","Room_00012260","Audio Equipment","No",,"Unknown","Unknown","NAD","7220pe","No",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000938","SITE_00641","Room_00012267","Audio Equipment","No",,"Unknown","Unknown","Philips","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000928","SITE_00642","Room_00012277","Audio Equipment","No",,"Unknown","Unknown","Denon","AVRX4200W","Unknown",10.0000,,"Yes","Unknown","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000929","SITE_00642","Room_00012286","Audio Equipment","No",,"Unknown","Unknown","Sony","PMC-20","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00001036","SITE_00646","Room_00012327","Audio Equipment","Yes",2015,,"N/A","Samsung","He-j450","Yes",2.0000,,"Yes","Yes","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001025","SITE_00649","Room_00012371","Audio Equipment","No",,"Unknown","0301015670","ILive","IT202B","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000986","SITE_00652","Room_00012401","Audio Equipment","No",,"Unknown","Unknown","RCA","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00001065","SITE_00653","Room_00012411","Audio Equipment","No",,"Unknown","Unknown","Sharp","CD-DH950","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001037","SITE_00654","Room_00012419","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",5.0000,,"Yes","Unknown","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001157","SITE_00657","Room_00012453","Audio Equipment","No",,"Unknown","Unknown","Sony","CFD-S05","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000978","SITE_00659","Room_00012473","Audio Equipment","No",,"Unknown","Unknown","Frisby","FS-5010BT","No",6.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000979","SITE_00659","Room_00012473","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-D909S","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000996","SITE_00660","Room_00012487","Audio Equipment","No",,"Unknown","SZZOSTAR2802886","Vizio","10602150241","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001043","SITE_00662","Room_00012505","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",4.0000,,"Unknown","N/A","Unknown","Unknown","Speaker system throughout house","Living Room_1","Living Room"
"Appliance_00001044","SITE_00662","Room_00012512","Audio Equipment","No",,"Unknown","72960 SHUS0034909","Altec-Lansing","VS2421","Unknown",3.0000,,"Yes","Yes","No","No","N/A","Office_1","Office"
"Appliance_00001045","SITE_00662","Room_00012515","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",2.0000,,"Unknown","N/A","Unknown","Unknown","In wall near a TV","Bedroom_2","Bedroom"
"Appliance_00001046","SITE_00662","Room_00012518","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",2.0000,,"No","N/A","Unknown","No","Mounted into ceiling","Basement_1","Basement"
"Appliance_00001047","SITE_00662","Room_00012518","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","AVr 630","Unknown",1.0000,,"No","N/A","Unknown","Unknown","N/A","Basement_1","Basement"
"Appliance_00001066","SITE_00662","Room_00012526","Audio Equipment","Yes",2008,,"N/A","Sony","HCDCBX","No",3.0000,,"No","N/A","No","No","N/A","Family Room_3","Family Room"
"Appliance_00001002","SITE_00663","Room_00012527","Audio Equipment","Yes",2014,,"N/A","RCA","RS22363","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001028","SITE_00665","Room_00012557","Audio Equipment","Yes",2011,,"N/A","Innova","Iv375ms","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001029","SITE_00665","Room_00012561","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","Hk395","Unknown",3.0000,,"Yes","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00001030","SITE_00665","Room_00012566","Audio Equipment","No",,"Unknown","Unknown","Sony","Str-dn1050","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001057","SITE_00667","Room_00012592","Audio Equipment","Yes",2005,,"N/A","Audiovox","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001010","SITE_00669","Room_00012612","Audio Equipment","No",,"Unknown","Unknown","Emerson","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000987","SITE_00671","Room_00012637","Audio Equipment","No",,"Unknown","Unknown","TEAC","AG-V7700","Unknown",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001064","SITE_00673","Room_00012654","Audio Equipment","No",,"Unknown","8873931","Sony","STR-KS360","No",4.0000,,"Yes","No","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00001095","SITE_00677","Room_00012688","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Sa-ak22","Yes",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001007","SITE_00678","Room_00012702","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001022","SITE_00680","Room_00012712","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",7.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001094","SITE_00687","Room_00012770","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","Unknown",5.0000,,"Yes","No","Unknown","Unknown","N/A","Family Room_3","Family Room"
"Appliance_00001026","SITE_00690","Room_00012812","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",3.0000,,"Yes","Unknown","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001069","SITE_00692","Room_00012823","Audio Equipment","Yes",2016,,"N/A","Samsung","HW-K450","Yes",2.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000754","SITE_00693","Room_00012832","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Size-htb350","Yes",2.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000755","SITE_00693","Room_00012840","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","Hk695-01","No",3.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00001014","SITE_00694","Room_00012857","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Rx-c35","Unknown",1.0000,,"No","N/A","No","No","N/A","Other_1","Other"
"Appliance_00001008","SITE_00696","Room_00012890","Audio Equipment","No",,"Unknown","Unknown","Vizio","Unknown","Unknown",2.0000,,"Yes","No","No","Yes","N/A","Basement_1","Basement"
"Appliance_00001031","SITE_00702","Room_00012959","Audio Equipment","No",,"Unknown","Unknown","TEAC","Ag-v1200","Unknown",3.0000,,"Yes","Yes","Unknown","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00001032","SITE_00702","Room_00012960","Audio Equipment","No",,"Unknown","Unknown","QFX","Sbx-412206bt","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00001013","SITE_00703","Room_00012972","Audio Equipment","No",,"Unknown","11221061","Kenwood","Krx-5","Unknown",3.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00001080","SITE_00705","Room_00013002","Audio Equipment","No",,"Unknown","Unknown","Kenwood","KR-V8050","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001016","SITE_00706","Room_00013022","Audio Equipment","No",,"Unknown","069234P50920175AE","Bose","416776","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001017","SITE_00708","Room_00013052","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",9.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001018","SITE_00708","Room_00013056","Audio Equipment","Yes",2015,,"N/A","Innovative Technology","Itsb-356","Unknown",1.0000,,"Yes","No","Yes","No","N/A","Dining Room_1","Dining Room"
"Appliance_00001019","SITE_00708","Room_00013060","Audio Equipment","No",,"Unknown","0507385226","Ihome","Ihb23b","Unknown",3.0000,,"Yes","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001082","SITE_00712","Room_00013123","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Basement_1","Basement"
"Appliance_00001083","SITE_00712","Room_00013131","Audio Equipment","No",,"Unknown","Unknown","Yamaha","RXV773","No",7.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001009","SITE_00713","Room_00013146","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",3.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00022677","SITE_00714","Room_00013159","Audio Equipment","Yes",2013,,"N/A","Bose","412550","Unknown",3.0000,,"Unknown","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000983","SITE_00715","Room_00013169","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Ht-r592","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00000990","SITE_00715","Room_00013183","Audio Equipment","No",,"Unknown","Unknown","Adcom","gtp-400","Unknown",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001000","SITE_00720","Room_00013238","Audio Equipment","No",,"Unknown","TT6KA003289","Panasonic","SB-W740","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001001","SITE_00720","Room_00013241","Audio Equipment","No",,"Unknown","Unknown","Creative","Inspire T10","Unknown",2.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00001021","SITE_00721","Room_00013262","Audio Equipment","No",,"Unknown","41097091","Sharp","Cd-dh950p","Unknown",3.0000,,"No","N/A","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00000976","SITE_00724","Room_00013305","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX-SR604","Unknown",5.0000,,"Yes","Unknown","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000977","SITE_00724","Room_00013309","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX-SR604","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Basement_1","Basement"
"Appliance_00001020","SITE_00726","Room_00013324","Audio Equipment","No",,"Unknown","Unknown","Carver","Ct-23","Unknown",8.0000,,"Yes","No","Unknown","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000993","SITE_00727","Room_00013343","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001158","SITE_00728","Room_00013351","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-D715","Unknown",5.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001159","SITE_00728","Room_00013362","Audio Equipment","No",,"Unknown","Unknown","Vizio","Unknown","Unknown",2.0000,,"Yes","Yes","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001084","SITE_00729","Room_00013376","Audio Equipment","No",,"Unknown","Unknown","Sharp","Cd-c401","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001011","SITE_00730","Room_00013379","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Rx-v477","Unknown",7.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001012","SITE_00730","Room_00013391","Audio Equipment","No",,"Unknown","Unknown","Sony","Str-d365","Unknown",5.0000,,"No","N/A","Unknown","Unknown","N/A","Office_1","Office"
"Appliance_00022678","SITE_00731","Room_00013408","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-D915","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00022679","SITE_00732","Room_00013420","Audio Equipment","No",,"Unknown","037487953360026AS","Bose","Cinemate","Unknown",3.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00022680","SITE_00732","Room_00013432","Audio Equipment","No",,"Unknown","033975CC43071638AC","Bose","AWRCC1","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001112","SITE_00733","Room_00013447","Audio Equipment","No",,"Unknown","Unknown","Fischer","cav-875","Unknown",3.0000,,"No","N/A","Unknown","No","N/A","Family Room_1","Family Room"
"Appliance_00000989","SITE_00736","Room_00013489","Audio Equipment","Yes",1998,,"N/A","Bose","CD-300","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Bedroom_3","Bedroom"
"Appliance_00001039","SITE_00737","Room_00013496","Audio Equipment","No",,"Unknown","Unknown","Skullcandy","Pipe","Unknown",1.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00001040","SITE_00737","Room_00013497","Audio Equipment","No",,"Unknown","Unknown","Sonos","Play.1","Unknown",2.0000,,"No","N/A","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00001041","SITE_00737","Room_00013493","Audio Equipment","No",,"Unknown","8104994","Sony","Ss-SR490","Unknown",3.0000,,"Yes","Unknown","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001042","SITE_00737","Room_00013498","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","Unknown",3.0000,,"No","N/A","No","No","No nameplate","Bedroom_1","Bedroom"
"Appliance_00001058","SITE_00738","Room_00013519","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-DG1000","Unknown",1.0000,,"No","N/A","Unknown","No","They must use headphones. Its on so it gets used, but no speakers attached","Mechanical_2","Mechanical"
"Appliance_00022681","SITE_00739","Room_00013528","Audio Equipment","No",,"Unknown","Unknown","Marantz","sr7008","No",6.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001291","SITE_00739","Room_00013524","Audio Equipment","No",,"Unknown","Unknown","Sanyo","Unknown","Unknown",3.0000,,"No","N/A","No","No","Old school stero","Garage_2","Garage"
"Appliance_00000997","SITE_00742","Room_00013573","Audio Equipment","No",,"Unknown","Unknown","Fischer","RS-852","Unknown",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000998","SITE_00742","Room_00013573","Audio Equipment","No",,"Unknown","Unknown","Memorex","Unknown","Unknown",1.0000,,"No","N/A","No","No","Nameplate not accessible","Living Room_1","Living Room"
"Appliance_00000999","SITE_00742","Room_00013574","Audio Equipment","No",,"Unknown","Unknown","Cambridge Soundworks","Unknown","Unknown",4.0000,,"No","N/A","No","No","Could not access nameplate","Kitchen_1","Kitchen"
"Appliance_00001054","SITE_00744","Room_00013591","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00001034","SITE_00744","Room_00013587","Audio Equipment","No",,"Unknown","Unknown","Magnavox","Az1000","Unknown",1.0000,,"No","N/A","No","No","N/A","Outside_2","Outside"
"Appliance_00000984","SITE_00746","Room_00013615","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000985","SITE_00746","Room_00013616","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00001091","SITE_00748","Room_00013645","Audio Equipment","No",,"Unknown","041844963260853AC","Bose","Unknown","Unknown",3.0000,,"Yes","No","Unknown","No","N/A","Office_1","Office"
"Appliance_00001092","SITE_00748","Room_00013648","Audio Equipment","No",,"Unknown","060970F40150139AE","Bose","402455","Unknown",3.0000,,"Yes","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00001071","SITE_00749","Room_00013661","Audio Equipment","No",,"Unknown","Unknown","Panasonic","sa-pm11","Unknown",1.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00001015","SITE_00750","Room_00013676","Audio Equipment","No",,"Unknown","Unknown","Sansui","G-6700","Unknown",4.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000981","SITE_00752","Room_00013703","Audio Equipment","No",,"Unknown","0175656","Boston Acoustics","BA745","Unknown",3.0000,,"Yes","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000982","SITE_00752","Room_00013705","Audio Equipment","No",,"Unknown","Unknown","Philips","AZ1015","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_4","Bedroom"
"Appliance_00001294","SITE_00753","Room_00013736","Audio Equipment","No",,"Unknown","Unknown","JVC","Rx-d205","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001072","SITE_00756","Room_00013785","Audio Equipment","No",,"Unknown","Unknown","JVC","MX-C770","No",3.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00001073","SITE_00756","Room_00013785","Audio Equipment","No",,"Unknown","ZUBP12FCA87679A","Samsung","HW-E450","Unknown",2.0000,,"Yes","Yes","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00001056","SITE_00759","Room_00013829","Audio Equipment","No",,"Unknown","Unknown","Vizio","Unknown","Unknown",2.0000,,"Yes","Unknown","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001093","SITE_00760","Room_00013852","Audio Equipment","No",,"Unknown","MZ009810001417","Marantz","Sr-48u","Unknown",2.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001070","SITE_00762","Room_00013881","Audio Equipment","Yes",2011,,"N/A","LG","LSB316","Yes",2.0000,,"Yes","Yes","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001067","SITE_00766","Room_00013959","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SA-PM11","No",3.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000975","SITE_00768","Room_00013986","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",1.0000,,"Unknown","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000980","SITE_00769","Room_00014011","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SA-PM18","Yes",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001027","SITE_00770","Room_00014030","Audio Equipment","No",,"Unknown","10A000760","JM Lab","Cobalt 816","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00001055","SITE_00773","Room_00014063","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
