Table Name,Column Name,Position,Data Description,Units,Sample Data,DataType,MaxLength,MSAccessDataType
SiteInterview_Demographics.csv,Percent assistance for gas bill,39,How much of the gas bill is paid by another entity. Reported by the resident,,"N/A; 
Prefer not to say; 
Between 26% and 50%; 
Less than 25%; 
Unknown; 
Between 76% and 100%",varchar,500,LongChar
SiteInterview_Demographics.csv,"Qualify for energy bill, weatherization, or other assistance",40,"Indicates whether the household qualifies for energy bill, weatherization, or other assistance. Reported by the resident",,"Yes; 
No; 
Unknown; 
Prefer not to say; 
N/A; 
Yes",varchar,500,LongChar
SiteInterview_Demographics.csv,Highest level of school completed by household,41,Highest level of education completed by the household,,"Bachelor's degree; 
Graduate or professional degree; 
High school graduate; includes GED; 
Some college, no degree; 
Associates degree; 
Prefer not to say",varchar,8000,LongChar
SiteInterview_Demographics.csv,Someone works from or operates business out of home,42,Indicates whether one or more individuals work from the home or if a business is operated from the home,,"No; 
Yes; 
Prefer not to say; 
Unknown; 
No; 
Yes",varchar,500,LongChar
SiteInterview_Demographics.csv,Reported Income,43,Household income level. Reported by the resident,,"$10,000 to under $15,000; 
$55,000 to under $60,000; 
$20,000 to under $25,000; 
$40,000 to under $45,000; 
$60,000 to under $65,000; 
$15,000 to under $20,000",varchar,500,LongChar
SiteInterview_HomeEnergyUse.csv,PK_INTRW_ID,1,Interview ID Key.. Each interview ID key has a unique value,,"SiteIntrvw_00001919; 
SiteIntrvw_00000426; 
SiteIntrvw_00000427; 
SiteIntrvw_00000428; 
SiteIntrvw_00000429; 
SiteIntrvw_00000430",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"SITE_00001; 
SITE_00002; 
SITE_00003; 
SITE_00004; 
SITE_00005; 
SITE_00006",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Clothes Washer Loads Per Week,3,Number of clothes washer loads per week,,"5; 
2; 
1; 
4; 
7; 
8",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Clothes Washer Loads Per Week_Notes,4,Provides a description of the NULL values in the Clothes Washer Loads Per Week field,,"No Washing Machine; 
N/A; 
No Washing Machine; 
N/A; 
No Washing Machine; 
N/A",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Primary Showerhead,5,The location of the primary showerhead,,"Only one; 
reduced flow; 
Non master bath; 
Both same; 
Master; 
Main bath",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Indoor Air Quality Problems,6,Indicates whether there are indoor air quality problems,,"No; 
Yes; 
Unknown; 
No; 
Yes; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Air Quality: Drafty,7,Indicates whether the air quality is drafty,,"N/A; 
Yes; 
No; 
N/A; 
Yes; 
No",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Air Quality: Mildew,8,Indicates whether mildew is an air quality issue,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Air Quality: Persistent Odor,9,Indicates whether the air quality has a persistent odor,,"N/A; 
No; 
Yes; 
N/A; 
No; 
Yes",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Air Quality: Stuffy,10,Indicates whether the air quality is stuffy,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Qty Dishwasher Loads per Week,11,The number of dishwasher loads per week,,"2; 
1; 
3; 
6; 
7; 
5",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Qty Dishwasher Loads per Week_Notes,12,Provides a description of the NULL values in the Qty Dishwasher Loads per Week field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Percent Clothes Washer Loads Dried in Dryer,13,The percent of laundry loads dried using the dryer,%,"1; 
0.75; 
0.5; 
0.25; 
0.8; 
0.66",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Percent Clothes Washer Loads Dried in Dryer_Notes,14,Provides a description of the NULL values in the Percent Clothes Washer Loads Dried in Dryer field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Percent Clothes Washer Loads Washed in Hot Water,15,The percent of laundry loads washed in hot water,%,"1; 
0.75; 
0.02; 
0.5; 
0.25; 
0.09",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Percent Clothes Washer Loads Washed in Hot Water_Notes,16,Provides a description of the NULL values in the Percent Clothes Washer Loads Washed in Hot Water field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Qty TVs,17,The number of TVs in the home,,"1; 
2; 
3 or more; 
No TVs; 
Unknown; 
4",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Which TV is Used Most,18,The room where the primary TV is located,,"Unknown; 
Living and kitchen; 
N/A; 
LR & Master; 
Living room and bedroom; 
Living Room",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Primary TV Hours per Day,19,The number of hours per day the primary TV is used,,"3; 
10; 
4; 
5; 
8; 
16",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Primary TV Hours per Day_Notes,20,Provides a description of the NULL values in the Primary TV Hours per Day field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Additional TVs Hours per Day,21,The number of hours per day additional TVs are used,,"2; 
10; 
15; 
0.2; 
1; 
0.5",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Additional TVs Hours per Day_Notes,22,Provides a description of the NULL values in the Additional TVs Hours per Day field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Control of Thermostat Setpoint,23,Indicates whether the resident has control of the heating and/or cooling system,,"Yes; 
No; 
Unknown; 
N/A; 
Yes; 
No",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Use Air Conditioning Equipment,24,Indicates whether the home uses air conditioning equipment,,"No; 
Yes; 
Unknown; 
No; 
Yes; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Use Portable Cooling Equipment,25,Indicates whether portable cooling equipment is used in the home,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Cooling Setpoint,26,Thermostat setpoint when the home is occupied in the cooling season,Degrees Fahrenheit,"70; 
76; 
74; 
73; 
68; 
71",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Cooling Setpoint_Notes,27,Provides a description of the NULL values in the Cooling Setpoint field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Cooling Setback,28,The temperature of the cooling setback,Degrees Fahrenheit,"55; 
70; 
74; 
73; 
68; 
71",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Cooling Setback_Notes,29,Provides a description of the NULL values in the Cooling Setback field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Use Portable Heating Equipment,30,Indicates whether portable heating equipment is used in the home,,"No; 
Yes; 
Unknown; 
No; 
Yes; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Heating Setback,31,The temperature of the heating setback,Degrees Fahrenheit,"68; 
55; 
65; 
42; 
62; 
66",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Heating Setback_Notes,32,Provides a description of the NULL values in the Heating Setback field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Heating Setpoint,33,The temperature of the heating setpoint,Degrees Fahrenheit,"68; 
72; 
60; 
69; 
62; 
70",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Heating Setpoint_Notes,34,Provides a description of the NULL values in the Heating Setpoint field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Open Windows When Heating,35,"Indicates whether windows are open during heating, to regulate temperature in the residence",,"No; 
Yes; 
N/A; 
Unknown; 
No; 
Yes",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Block Off Part of Home In Heating Season,36,Indicates whether parts of the home are blocked off from heating in the heating season,%,"0.75; 
0.15; 
0.5; 
0.25; 
0.2; 
0.1",decimal,9,Double
SiteInterview_HomeEnergyUse.csv,Block Off Part of Home In Heating Season_Notes,37,Provides a description of the NULL values in the Block Off Part of Home In Heating Season field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
SiteInterview_HomeEnergyUse.csv,Are you aware of the ENERGY STAR ratings for major appliances,38,Whether or not the respondent is familiar with ENERGY STAR ratings for major appliances,,"Yes; 
No; 
Prefer not to say; 
Unknown; 
N/A; 
Yes",varchar,500,LongChar
SiteInterview_HomeEnergyUse.csv,Do you have any ENERGY STAR rated appliances,39,Indicates whether the respondent is aware of having ENERGY STAR rated appliances in their home,,"No; 
Yes; 
N/A; 
Unknown; 
Prefer not to say; 
No",varchar,500,LongChar
SiteInterview_HomeEnergyUse.csv,Satisfied with performance of ENERGY STAR appliaces,40,"Resident's reported satisfaction with ENERGY STAR appliances, per the site interview",,"N/A; 
No; 
Yes; 
Prefer not to say; 
Unknown; 
N/A",varchar,500,LongChar
SiteInterview_TenantConservation.csv,PK_INTRW_ID,1,#N/A,,"SiteIntrvw_00001919; 
SiteIntrvw_00000426; 
SiteIntrvw_00000427; 
SiteIntrvw_00000428; 
SiteIntrvw_00000429; 
SiteIntrvw_00000430",varchar,255,Char
SiteInterview_TenantConservation.csv,CK_SiteID,2,#N/A,,"SITE_00001; 
SITE_00002; 
SITE_00003; 
SITE_00004; 
SITE_00005; 
SITE_00006",varchar,255,Char
SiteInterview_TenantConservation.csv,Participated in Utility Conservation Program in Last 2 Years,3,#N/A,,"N/A; 
Unknown; 
No; 
Yes; 
N/A; 
Unknown",varchar,255,Char
SiteInterview_TenantConservation.csv,Performed Conservation Measures on Their Own in Last 2 Years,4,#N/A,,"No; 
Yes; 
N/A; 
Unknown; 
No; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Received Tax Credit for Conservation,5,#N/A,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Federal Tax Credit,6,#N/A,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,State Tax Credit,7,#N/A,,"N/A; 
Unknown; 
No; 
Yes; 
N/A; 
Unknown",varchar,255,Char
SiteInterview_TenantConservation.csv,Other Tax Credit,8,#N/A,,"N/A; 
Unknown; 
Yes; 
No; 
N/A; 
Unknown",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Air Sealing,9,#N/A,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Energy Audit,10,#N/A,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Cooling Equipmnet,11,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Door Replacement,12,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Heating Equipment,13,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Lighting,14,#N/A,,"N/A; 
Yes; 
No; 
N/A; 
Yes; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Major Appliance,15,#N/A,,"N/A; 
Refrigerator; 
Kitchen Appliances; 
Clothes Washer; 
Dishwasher; 
All appliances",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Major Appliance Type,16,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Replacement Windows,17,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Showerhead,18,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Water Heating,19,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Weatherization,20,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Ceiling Insulation,21,#N/A,,"N/A; 
Yes; 
No; 
N/A; 
Yes; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Duct Insulation,22,#N/A,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Duct Sealing,23,#N/A,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Floor Insulation,24,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteInterview_TenantConservation.csv,Conservation: Wall Insulation,25,#N/A,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
SiteOneLine.csv,CK_SiteID,1,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"SITE_00001; 
SITE_00002; 
SITE_00003; 
SITE_00004; 
SITE_00005; 
SITE_00006",varchar,100,Char
SiteOneLine.csv,Building Category,2,RBSA building category,,"Multifamily (5 or more units); 
Manufactured; 
Single Family (4 or fewer units); 
Multifamily (5 or more units); 
Manufactured; 
Single Family (4 or fewer units)",varchar,250,Char
SiteOneLine.csv,Building Type,3,Detailed building type,,"Apartment Building (3 or fewer floors); 
Double Wide; 
Single Family Detached; 
Single Wide; 
Triple Wide; 
Apartment Building (4 to 6 floors)",varchar,250,Char
SiteOneLine.csv,Region,4,NEEA sampling region,,"Western Oregon; 
Puget Sound; 
Western Washington; 
Eastern Washington; 
Idaho; 
Eastern Oregon",varchar,250,Char
SiteOneLine.csv,County,5,County that the site is located in,,"Lane, OR; 
Snohomish, WA; 
Pierce, WA; 
Mason, WA; 
Lewis, WA; 
Clallam, WA",varchar,250,Char
SiteOneLine.csv,City,6,City that the site is located in,,"Eugene; 
Mountlake Terrace; 
Goldbar; 
Camano Island; 
Marysville; 
Tulalip",varchar,250,Char
SiteOneLine.csv,State,7,State that the site is located in,,"OR; 
WA; 
ID; 
MT; 
OR; 
WA",varchar,250,Char
SiteOneLine.csv,Zip,8,Zip code that the site is located in,,"97402; 
98043; 
98251; 
98282; 
98271; 
98290",int,4,Integer
SiteOneLine.csv,Zip_Notes,9,Provides a description of the NULL values in the Zip field,,,varchar,250,Char
SiteOneLine.csv,Heating Zone,10,"The heating zone in which the site falls. Heating zones are defined by the NW Council and the RTF. Zone 1 has up to 6000 heating degree-days (HDD) anually, Zone 2 has 6001-7499 HDD annually, and Zone 3 has 7500 or more HDD annually",,"1; 
2; 
3; 
1; 
2; 
3",int,4,Integer
SiteOneLine.csv,Heating Zone_Notes,11,Provides a description of the NULL values in the Heating Zone field,,,varchar,8000,LongChar
SiteOneLine.csv,Cooling Zone,12,"The cooling zone in which the site falls. Cooling zones are defined by the NW Council and the RTF. Zone 1 has up to 300 colling degree-days (CDD) anually, Zone 2 has 301-599 CDD annually, and Zone 3 has 600 or more CDD annually",,"1; 
3; 
2; 
1; 
3; 
2",int,4,Integer
SiteOneLine.csv,Cooling Zone_Notes,13,Provides a description of the NULL values in the Cooling Zone field,,,varchar,8000,LongChar
SiteOneLine.csv,Electric Utility,14,Electric service provider for the visited site,,"Eugene Water and Electric Board; 
Snohomish PUD; 
Ohop Mutual Light Co; 
Puget Sound Energy; 
Elmhurst Mutual Power and Light; 
Peninsula Light Company",varchar,250,Char
SiteOneLine.csv,Gas Utility,15,A flag to indicate whether the electric service provider is affiliated with the Bonneville Power Administration,,"N/A; 
Puget Sound Energy; 
NW Natural Gas; 
Intermountain Gas; 
Avista; 
Questar Gas",varchar,250,Char
SiteOneLine.csv,BPA Utility,16,Gas service provider for the visited site,,"Y; 
N; 
Y; 
N; 
Y; 
N",varchar,250,Char
SiteOneLine.csv,Strata Territory,17,Category used for post-stratification and weighting of RBSA results. Most strata refer to a specific geography as well as one or more utility or organiztion territories,,"BPA; 
SnoPUD; 
PSE; 
SCL; 
SCL Not LI or EH; 
SCL EH",varchar,250,Char
SiteOneLine.csv,Strata Population Estimate,18,Estimated population in the strata,,"45845; 
16959; 
228091; 
11058; 
51539; 
40733",int,4,Integer
SiteOneLine.csv,Strata Population Estimate_Notes,19,Provides a description of the NULL values in the Strata Population Estimate field,,,varchar,8000,LongChar
SiteOneLine.csv,Site Case Weight,20,"A stratified sampling weight that can be used to calculate estimates and variances when combining results across multiple strata. The value corresponds to the number of homes each site represents (per the 2014 ACS 5-year estimates). This weight is only applicable when calculations include all sites and, if sites are removed from the calculation or the data is subset, will no longer apply. A detailed explanation for calculating and applying site weights when working with a database subset is provided in the Database User Manual.",,"751.56; 
997.59; 
3801.52; 
921.5; 
1982.27; 
1313.97",decimal,9,Double
SiteOneLine.csv,Site Case Weight_Notes,21,Provides a description of the NULL values in the Site Case Weight field,,,varchar,255,Char
SiteOneLine.csv,Site Visit Date,22,Date of RBSA site visit,,"42983; 
42794; 
42773; 
42815; 
42791; 
42818",date,3,Char
SiteOneLine.csv,Ownership,23,Describes whether the resident owns the residence,,"Rent; 
Own / buying; 
Unknown; 
Occupy without rent; 
Prefer not to say; 
Rent",varchar,250,Char
SiteOneLine.csv,Vintage,24,Year in which the site was constructed,,"1969; 
1968; 
1984; 
1982; 
1973; 
1992",int,4,Integer
SiteOneLine.csv,Vintage_Notes,25,Provides a description of the NULL values in the Vintage field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,250,Char
SiteOneLine.csv,Age and Construction Standard,26,Age and construction standard for manufactured homes,,"Unknown; 
Pre-1976, pre-HUD; 
1976-1994, HUD; 
Post-1994, NEEM; 
Post-1994, HUD; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,N Floors,27,"The number of floors above grade. The inclusion of a half storey (e.g., 1.5 floors) may indicate the presence of a daylight basement, a living space built into the attic, or a split-level home",,"N/A; 
1; 
1.5; 
3+; 
2; 
2.5",varchar,250,Char
SiteOneLine.csv,Conditioned Area,28,Conditioned living area of the site (square feet),Square feet,"1101.5; 
1100; 
1269; 
1344; 
1876; 
1452",decimal,9,Double
SiteOneLine.csv,Conditioned Area_Notes,29,Provides a description of the NULL values in the Conditioned Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Conditioned Volume,30,Conditioned volume of the site (cubic feet),Cubic feet,"8594; 
9350; 
10152; 
9811; 
15026; 
11245",decimal,9,Double
SiteOneLine.csv,Conditioned Volume_Notes,31,Provides a description of the NULL values in the Conditioned Volume field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,250,Char
SiteOneLine.csv,Construction,32,Site construction type,,"N/A; 
Frame; 
Solid masonry; 
Unknown; 
Masonry (Basement); 
Rigid frame (concrete or steel)",varchar,250,Char
SiteOneLine.csv,Framing Type,33,Type of framing,,"N/A; 
Wood; 
Masonry; 
Unknown; 
Concrete; 
Poured Concrete",varchar,250,Char
SiteOneLine.csv,Foundation Type,34,Describes the foundation type,,"N/A; 
Mixed Crawlspace and Conditioned Basement; 
Mixed Crawlspace and Slab; 
Mixed Conditioned Basement and Slab; 
Adiabatic Space Below; 
Other",varchar,250,Char
SiteOneLine.csv,Primary Heating System,35,The site's primary heating system,,"Zonal Heat; 
Furnace; 
Stove/Fireplace; 
Air Source Heat Pump; 
Mini-Split HP; 
Electric Baseboard",varchar,250,Char
SiteOneLine.csv,Primary Heating Fuel,36,Fuel type for the primary heating system,,"Electric; 
Unknown; 
N/A; 
Natural Gas; 
Wood (cord); 
Electric",varchar,255,Char
SiteOneLine.csv,Primary Cooling System,37,The site's primary cooling system,,"Central AC; 
Air Source Heat Pump; 
Mini-Split HP; 
Packaged AC; 
Unknown; 
Packaged HP",varchar,250,Char
SiteOneLine.csv,Site-built Conditioned Addition Present,38,Indicates the presence of site-built conditioned additions,,"Unknown; 
No; 
Yes; 
N/A; 
Unknown; 
No",varchar,1000,LongChar
SiteOneLine.csv,Outbuildings Over 1000 sq ft Present,39,"Indicates the presence of outbuildings over 1,000 square feet",,"Unknown; 
No; 
Yes; 
N/A; 
Unknown; 
No",varchar,1000,LongChar
SiteOneLine.csv,Outbuilding Fuel Type,40,"Fuel type of outbuildings over 1,000 square feet",,"N/A; 
Electricity; 
Propane; 
Gas; 
Other; 
Electricity and gas",varchar,1000,LongChar
SiteOneLine.csv,Electric Vehicles Present,41,Indicates the presence of electric vehicles,,"No; 
Unknown; 
Yes; 
No; 
Unknown; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Electric Vehicle Type,42,Description of the electric vehicles observed on-site,,"N/A; 
Actin and Pride; 
Nissan Leaf; 
Fiat 500E; 
Prius; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Electric Vehicle Qty,43,Quantity of electric vehicles observed on-site,,"2; 
1; 
2; 
1; 
2; 
1",int,4,Integer
SiteOneLine.csv,Electric Vehicle Qty_Notes,44,Provides a description of the NULL values in the Electric Vehicle Qty field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Electric Vehicle Charging Station,45,Description of the electric vehicle charging stations observed on-site,,"Unknown; 
Wall plug; 
Level 1 - 1.3kW -110V (standard wall outlet); 
Level 2 - 6.6kW (30A Service); 
40 A 10 kw; 
None",varchar,1000,LongChar
SiteOneLine.csv,Electric Vehicle Notes,46,Notes pertaining to the electric vehicles,,"N/A; 
These are plug-in motorcycles. Scooters; 
Uncertain about charging type for 1 of 2 chargers.; 
And Chevy volt; 
Also charge at high speed station in Tillamook; 
32 amp",varchar,1000,LongChar
SiteOneLine.csv,Electrical Panel Type,47,Type of electrical panel in the home,,"Breaker Panel; 
Unknown; 
Fuse Panel; 
Round glass meter; 
Breaker Panel; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Electrical Panel Brand,48,Electrical panel manufacturer,,"Murray; 
Square D; 
Gould; 
Westinghouse; 
Unknown; 
Siemens",varchar,1000,LongChar
SiteOneLine.csv,Electric Panel Vintage,49,Year of the electrical panel,,"2013; 
2015; 
1978; 
1987; 
2017; 
1994",int,4,Integer
SiteOneLine.csv,Electric Panel Vintage_Notes,50,Provides a description of the NULL values in the Electric Panel Vintage field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Electric Panel Capacity,51,Rated capacity of the electrical panel,Watts,"125; 
100; 
200; 
128; 
250; 
150",int,4,Integer
SiteOneLine.csv,Electric Panel Capacity_Notes,52,Provides a description of the NULL values in the Electric Panel Capacity field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Electrical Panel Notes,53,Notes pertaining to the electrical panel,,"N/A; 
Two of these exact units; 
Year not listed.; 
Crouse-hinds; 
Outer protective cover not on panel; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Solar Panels Present,54,Indicates the presence of solar panels on-site,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Solar Panels Rated kW,55,Rated capacity of the solar installation (kW),kW,"3; 
5.5; 
3.2; 
4.8; 
5.9; 
1.2",decimal,9,Double
SiteOneLine.csv,Solar Panels Rated kW_Notes,56,Provides a description of the NULL values in the Solar Panels Rated kW field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Solar Panels Battery Backup Present,57,Indicates the presence of battery backup for the solar installation,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Solar Battery Backup Capacity,58,Rated capacity of the solar battery backup (kW),kW,"2.25; 
1.5; 
1.25; 
65; 
2.25; 
1.5",decimal,9,Double
SiteOneLine.csv,Solar Battery Backup Capacity_Notes,59,Provides a description of the NULL values in the Solar Battery Backup Capacity field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Solar Panels Financing,60,Information on how the solar installation was financed,,"N/A; 
Purchased outright; 
Solar leases; 
USDA Grant and loan. Some purchased outright; 
Clean renewable energy bonds; 
Bank loan",varchar,1000,LongChar
SiteOneLine.csv,Smart Home Devices Present,61,Indicates the presence of connected or smart home devices on-site,,,int,4,Integer
SiteOneLine.csv,Smart Home Devices Present_Notes,62,Provides a description of the NULL values in the Smart Home Devices Present field,,"No; 
Yes; 
Unknown; 
N/A; 
No; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Smart Home Device List,63,List of smart-home device types encountered on-site,,"N/A; 
Lighting Controls; 
Security Camera; 
Other; 
Outlet Socket; 
Door LockLighting Controls",varchar,1000,LongChar
SiteOneLine.csv,Smart Home Device Control,64,Indicates how the smart home devices are controlled,,"N/A; 
Alexa; 
Other; 
Web application; 
Amazon Echo; 
Stand-alone device with integrated display",varchar,1000,LongChar
SiteOneLine.csv,NEST Smoke Detector Qty,65,Indicates the presence of a NEST smoke detector on-site,,"2; 
6; 
1; 
4; 
5; 
2",int,4,Integer
SiteOneLine.csv,NEST Smoke Detector Qty_Notes,66,Provides a description of the NULL values in the NEST Smoke Detector Qty field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Pool Present,67,Indicates the presence of a pool on-site,,"N/A; 
No; 
Yes; 
N/A; 
No; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Pool Location,68,Describes the location of the pool,,"N/A; 
Outdoor; 
Unknown; 
N/A; 
Outdoor; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Pool Type,69,Describes the type of pool,,"N/A; 
Hot tub; 
Pool - unheated; 
Pool - heated; 
Unknown; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Pool Area,70,Surface area of the pool observed on-site,Square feet,"154; 
276; 
666; 
648; 
625; 
256",decimal,9,Double
SiteOneLine.csv,Pool Area_Notes,71,Provides a description of the NULL values in the Pool Area field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,1000,LongChar
SiteOneLine.csv,Pool Heating Fuel,72,The fuel used to heat the pool,,"N/A; 
Electric; 
None; 
Natural Gas; 
Other; 
Unknown",varchar,1000,LongChar
SiteOneLine.csv,Pool Cover,73,The presence of a pool cover,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,1000,LongChar
SiteOneLine.csv,Pool Solar Assist,74,The presence of solar assist for the pool,,"N/A; 
No; 
Unknown; 
Yes; 
N/A; 
No",varchar,1000,LongChar
SiteOneLine.csv,Pool Availability,75,Number of months per year the pool is available,,"4; 
1; 
3; 
5; 
6; 
12",int,4,Integer
