"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary Dryer","Washer-Dryer Matched Pair","Dryer Fuel","Dryer Gas Line Available","Heat Pump Dryer","Dryer Vented","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00006572","BLDG_00369","Room_00017917","Dryer","No",,"Unknown","060902517","Alliance Laundry","sdet07wf","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006573","BLDG_00369","Room_00017917","Dryer","No",,"Unknown","0609011851","Alliance Laundry","sdet07wf","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006622","BLDG_00377","Room_00017987","Dryer","No",,"Unknown","9803029474","Raytheon","sde507wa","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006623","BLDG_00377","Room_00017987","Dryer","No",,"Unknown","9803029474","Raytheon","sde507wa","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005274","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005275","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005276","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005277","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005278","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005279","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005280","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005281","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005282","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005283","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005284","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005285","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005286","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005287","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005288","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005289","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005290","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005291","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005292","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005293","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005294","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005295","BLDG_00382","Room_00004061","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ssgx09wf","No","Unknown","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005298","BLDG_00383","Room_00004081","Dryer","No",,"Unknown","Unknown","Kenmore","110.67422600","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005304","BLDG_00391","Room_00004176","Dryer","No",,"Unknown","Unknown","Kenmore","110.72182103","Unknown","No","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005305","BLDG_00391","Room_00004176","Dryer","No",,"Unknown","Unknown","Kenmore","110.72182103","Unknown","No","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005306","BLDG_00391","Room_00004176","Dryer","No",,"Unknown","Unknown","Kenmore","110.72182103","Unknown","No","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005307","BLDG_00391","Room_00004176","Dryer","No",,"Unknown","Unknown","Kenmore","110.72182103","Unknown","No","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005308","BLDG_00393","Room_00004203","Dryer","No",,"Unknown","Unknown","Speed Queen","Swrt71wn","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005309","BLDG_00393","Room_00004203","Dryer","No",,"Unknown","Unknown","Speed Queen","Sdet07wf","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005310","BLDG_00393","Room_00004203","Dryer","No",,"Unknown","Unknown","Speed Queen","Sdelcrgs171tw01","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005311","BLDG_00393","Room_00004203","Dryer","No",,"Unknown","Unknown","Speed Queen","Sdelcrgs171tw01","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005312","BLDG_00393","Room_00004203","Dryer","No",,"Unknown","Unknown","Speed Queen","Sdelcrgs171tw01","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005317","BLDG_00399","Room_00004307","Dryer","No",,"Unknown","Unknown","Maytag","Mde17pdayw1","Unknown","No","Unknown","Natural Gas","Unknown","Unknown","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005318","BLDG_00399","Room_00004307","Dryer","No",,"Unknown","Unknown","Maytag","Mde17pdayw1","Unknown","No","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005330","BLDG_00414","Room_00004530","Dryer","No",,"Unknown","Unknown","Whirlpool","CEM2940TQ1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005331","BLDG_00414","Room_00004530","Dryer","No",,"Unknown","Unknown","Whirlpool","CEM2940TQ1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005334","BLDG_00417","Room_00004582","Dryer","No",,"Unknown","Unknown","Kenmore","110.66051690","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005335","BLDG_00417","Room_00004582","Dryer","No",,"Unknown","Unknown","Kenmore","110.66051690","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005341","BLDG_00422","Room_00004667","Dryer","No",,"Unknown","Unknown","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005342","BLDG_00422","Room_00004667","Dryer","No",,"Unknown","Unknown","Alliance Laundry","SDET07WF","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005372","BLDG_00426","Room_00005230","Dryer","No",,"Unknown","Unknown","Kenmore","110.69012990","Unknown","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005548","BLDG_00443","Room_00021186","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE16PDAYW","No","No","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005549","BLDG_00443","Room_00021186","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE16PDAYW","No","No","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005550","BLDG_00443","Room_00021186","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE16PDAYW","No","No","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005542","BLDG_00462","Room_00021480","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","SDEBCRGS171TW02","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005543","BLDG_00462","Room_00021480","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","SDEBCRGS171TW02","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005498","BLDG_00468","Room_00021518","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE16PDAYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005499","BLDG_00468","Room_00021518","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE16PDAYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005500","BLDG_00468","Room_00021518","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE16PDAYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006669","BLDG_00476","Room_00021636","Dryer","No",,"Unknown","Unknown","Maytag","Mde16pdayw","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006670","BLDG_00476","Room_00021636","Dryer","No",,"Unknown","Unknown","Maytag","Mde16pdayw","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005438","BLDG_00500","Room_00021875","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde17pdayw1","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005439","BLDG_00500","Room_00021876","Dryer","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A","Laundry_2","Laundry"
"Appliance_00005440","BLDG_00500","Room_00021877","Dryer","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A","Recreation_1","Recreation"
"Appliance_00006088","BLDG_00522","Room_00022750","Dryer","No",1999,,"9908037510","Alliance Laundry","SD107WF","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006089","BLDG_00522","Room_00022750","Dryer","No",1999,,"9908037510","Alliance Laundry","SD107WF","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006090","BLDG_00524","Room_00022778","Dryer","No",2003,,"1203031472","Alliance Laundry","SDELCRGS171TW01","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005938","SITE_00002","Room_00006396","Dryer","No",,"Unknown","Unknown","Blomberg","DV 17542","No","Yes","Yes","Electric","Yes","No","Unknown","No","N/A","Bathroom_6","Bathroom"
"Appliance_00005785","SITE_00003","Room_00006403","Dryer","Unknown",,"Unknown","Unknown","General Electric","DDE9200GALAD","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005939","SITE_00004","Room_00006419","Dryer","No",2010,,"M04513377","Amana","NED7300WW1","No","Yes","No","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005855","SITE_00005","Room_00006432","Dryer","Yes",2014,,"N/A","Samsung","Dv42h5200ew/a3","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005940","SITE_00006","Room_00006446","Dryer","No",2009,,"MY4290993","Maytag","Medc400vw0","No","Yes","No","Electric","No","No","Yes","No","N/A","Closet_1","Closet"
"Appliance_00005816","SITE_00007","Room_00006462","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Lec8858eq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005786","SITE_00008","Room_00006467","Dryer","Unknown",,"Unknown","Unknown","KitchenAid","Unknown","No","Yes","No","Electric","No","No","Yes","No","No nameplate","Garage_1","Garage"
"Appliance_00005941","SITE_00009","Room_00006480","Dryer","No",2013,,"MA707375A","General Electric","Ghdp490ef1ww","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005895","SITE_00010","Room_00006490","Dryer","Unknown",2007,,"MU0501823","Whirlpool","Wed5810sw0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00005942","SITE_00011","Room_00006501","Dryer","No",2010,,"M01707999","Whirlpool","Wed9050xw0","No","Yes","No","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00006404","SITE_00012","Room_00006505","Dryer","No",,"Unknown","216119VL","Maytag","LDE412","No","Yes","Yes","Electric","No","No","Unknown","No","N/A","Kitchen_1","Kitchen"
"Appliance_00005943","SITE_00013","Room_00006515","Dryer","No",2002,,"MM5072006","Kenmore","110.62622101","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005944","SITE_00014","Room_00006527","Dryer","No",2010,,"M10402241","Whirlpool","WED5610XW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006413","SITE_00015","Room_00006534","Dryer","No",2006,,"15387334JL","Maytag","Mde9700ayw","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022760","SITE_00017","Room_00006559","Dryer","No",,"Unknown","XD01301232","Kenmore","417.80042990","Unknown","Yes","Yes","Electric","No","No","Unknown","Unknown","Sears-KenmoreCan't see back of dryer to determine if vented or not","Laundry_2","Laundry"
"Appliance_00005945","SITE_00018","Room_00006576","Dryer","No",2017,,"M70914385","Maytag","Medb755dw2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005946","SITE_00019","Room_00006586","Dryer","No",,"Unknown","Unknown","Kenmore","Unknown","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005947","SITE_00020","Room_00006604","Dryer","No",2009,,"102KWKS00077","Kenmore","796.80318900","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Office_1","Office"
"Appliance_00023711","SITE_00021",,"Dryer","Yes",2015,,"Unknown","Whirlpool","Unknown","Yes","Yes","No","Electric","No","No","Yes","N/A","N/A","Unknown","Laundry"
"Appliance_00006518","SITE_00022","Room_00006625","Dryer","Yes",2003,,"N/A","Frigidaire","FSE446RHS2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00006543","SITE_00023","Room_00006641","Dryer","No",2012,,"M20509177","Maytag","Medc200xw1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006522","SITE_00024","Room_00006650","Dryer","No",,"Unknown","M63289646","Kenmore","86581810","No","Yes","No","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00006537","SITE_00025","Room_00006659","Dryer","No",1978,,"M84420696","Whirlpool","LFE5800G0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006528","SITE_00026","Room_00006673","Dryer","No",2006,,"MT4481822","Whirlpool","Wed8300swd","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006527","SITE_00027","Room_00006679","Dryer","No",,"Unknown","Unknown","Kenmore","Unknown","Unknown","Yes","Yes","Electric","No","No","Yes","No","Dryer currently in use","Hall_1","Hall"
"Appliance_00006524","SITE_00028","Room_00006683","Dryer","No",2004,,"MR1227017","Whirlpool","Leq8611lw1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00006540","SITE_00029","Room_00006699","Dryer","No",2014,,"RD771768C","General Electric","GTDPP490Ed5ws","No","Yes","No","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00006526","SITE_00030","Room_00006709","Dryer","No",1982,,"F20913243","Kenmore","110.86160100","No","No","No","Electric","No","No","Yes","No","Mostly air dry","Hall_1","Hall"
"Appliance_00006525","SITE_00031","Room_00006715","Dryer","No",,"Unknown","Unknown","White-Westinghouse","Unknown","No","Yes","Yes","Electric","No","No","Yes","No","Cannot locate nameplate","Kitchen_1","Kitchen"
"Appliance_00006529","SITE_00032","Room_00006724","Dryer","No",2015,,"M52036549","Whirlpool","Wed7300dwo","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022761","SITE_00033","Room_00006741","Dryer","No",2005,,"MS4693211","Whirlpool","GEW9250PW0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006508","SITE_00034","Room_00006758","Dryer","No",2016,,"16-203122-03","Blomberg","Dv17542","Yes","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006542","SITE_00035","Room_00006767","Dryer","No",2014,,"RD760646A","General Electric","DBXR463EB0WW","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006541","SITE_00036","Room_00006780","Dryer","No",2013,,"M41406899","Maytag","MEDC400BW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_8","Hall"
"Appliance_00022762","SITE_00038","Room_00006793","Dryer","No",2013,,"M34265081","Kenmore","110.61402310","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00006534","SITE_00039","Room_00006804","Dryer","No",1997,,"MG2205558","Whirlpool","Ler5636eq2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022763","SITE_00040","Room_00006813","Dryer","No",,"Unknown","AS739453A","GE","DBVH520EJ2WW","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00023992","SITE_00043","Room_00006847","Dryer","No",,"Unknown","M52304","Kenmore","110.81432510","No","Yes","No","Electric","Unknown","No","Yes","No","N/A","Bedroom_7","Bedroom"
